Name,Number Reviews,Avg Rating,Descriptors,Phone Number,Licenses,Address,Url
Clouded ,1 review,5.0,Dispensary | Order online | Recreational,(905) 540-9969,,"188 Locke St South, Hamilton, ON L8P 4B3",https://weedmaps.com/dispensaries/clouded-on-locke
SILVERLEAF CANNABIS ,0,,Dispensary | In-store purchases only | Recreational,(905) 574-5323,,"171 Mohawk Rd E, Hamilton, ON L9A 2H4",https://weedmaps.com/dispensaries/silverleaf-cannabis
Greenhouse Cannabis - Hamilton ,0,,Dispensary | In-store purchases only | Recreational,(905) 575-9339,Adult-Use Retail: CRSA1188470,"1216 Upper Wentworth St, Hamilton, ON L9A4W2",https://weedmaps.com/dispensaries/greenhouse-cannabis-hamilton
Sessions Cannabis - Rymal ,1 review,3.0,Dispensary | Order online | Recreational | Supports the Black community,(905) 318-0025,Adult-Use Retail: CRSA1186384,"675 Rymal Rd E, Hamilton, Ontario L8W 1B5",https://weedmaps.com/dispensaries/sessions-cannabis-rymal-rd
Queen George Cannabis - George St. ,4 reviews,5.0,Dispensary | In-store purchases only | Recreational,(289) 389-8989,Adult-Use Retail: CRSA1172627,"118 George Street, Hamilton, ON L8P1E2",https://weedmaps.com/dispensaries/queen-george-cannabis
Queen George Cannabis - Caroline St ,2 reviews,3.5,Dispensary | In-store purchases only | Recreational,(289) 389-6889,Adult-Use Retail: CRSA1206086,"140 Caroline St S, Hamilton, ON L8P 3K8",https://weedmaps.com/dispensaries/queen-george-cannabis-caroline-st
NEKU Cannabis - Hamilton ,5 reviews,5.0,Dispensary | In-store purchases only | Recreational,(905) 524-5555,Adult-Use Retail: CRSA1266808,"38 Hess St S., Hamilton, ON L8P 3N1",https://weedmaps.com/dispensaries/neku-cannabis
Soma Leaf Co. – Thornbury ,0,,Dispensary | Order online | Recreational,(705) 467-0067,Adult-Use Retail: CRSA1293689,"King's Court, 99 King St E Unit C, Thornbury, ON N0H 2P0",https://weedmaps.com/dispensaries/soma-leaf-company
Village Cannabis - Hamilton ,1 review,1.0,Dispensary | In-store purchases only | Recreational,,Adult-Use Retail: CRSA1199738,"275 King Street East, Hamilton, ON L8N 1B9",https://weedmaps.com/dispensaries/village-cannabis-hamilton
Satica Cannabis - Orangeville ,3 reviews,5.0,Dispensary | In-store purchases only | Recreational,(519) 307-7307,Adult-Use Retail: CRSA1172414,"121 Broadway, Orangeville, ON L9W 1K2",https://weedmaps.com/dispensaries/satica-cannabis-orangeville-1
Hamilton Cannabis Co - 525 Mohawk Rd E ,18 reviews,4.7,Dispensary | Order online | Recreational,(289) 755-9333,Adult-Use Retail: CROL1178898,"525 Mohawk Road East Unit 3, Hamilton, ON L8V 2J5",https://weedmaps.com/dispensaries/hamilton-cannabis-co
Sky Cannabis ,3 reviews,3.7,Dispensary | Order online | Recreational,(905) 393-1403,Adult-Use Retail: CRSA1199494,"675 Fennell Ave E, Hamilton, ON L8V 1V3",https://weedmaps.com/dispensaries/sky-cannabis
Da Canna ,9 reviews,3.2,Dispensary | In-store purchases only | Recreational,(289) 389-6764,Adult-Use Retail: CRSA1175406,"281 Cannon Street East, Hamilton, ON L8L 2B4",https://weedmaps.com/dispensaries/dacanna
Greenlight - Independence ,47 reviews,4.5,Dispensary | Order online | Medical & Recreational,(816) 287-8416,Medical Retail: DIS000061 | Adult-Use Retail: DIS000061,"3721-A S Noland Rd, Independence, Missouri 64055",https://weedmaps.com/dispensaries/greenlight-independence-south
Cannabis Cupboard - Hamilton ,1 review,5.0,Dispensary | In-store purchases only | Recreational,(289) 389-1388,Adult-Use Retail: CRSA1201761,"410 Upper Sherman Ave, Hamilton, ON L8V 3L3",https://weedmaps.com/dispensaries/cannabis-cupboard-hamilton
Chronicles Cannabis - Hamilton ,0,,Dispensary | In-store purchases only | Recreational,(289) 246-1172,Adult-Use Retail: CRSA1172765,"8-1575 Upper Ottawa Street, Hamilton, ON L8W 3E2",https://weedmaps.com/dispensaries/chronicles-cannabis-2
The Haze Co. - Hamilton ,0,,Dispensary | Order online | Recreational,(905) 383-9595,Adult-Use Retail: CRSA1199278,"969 Upper Ottawa St #6, Hamilton, ON L8T4V9",https://weedmaps.com/dispensaries/the-haze-co
Green Goods - Duluth ,2 reviews,3.0,Dispensary | In-store purchases only | Medical | Supports the Black community,(218) 260-2665,Medical Retail: D9787402,"4960 Miller Trunk Highway Suite 300, Hermantown, Minnesota 55811",https://weedmaps.com/dispensaries/green-goods-duluth
Welcome Campbellville ,0,,Dispensary | Order online | Recreational,(905) 630-6342,Adult-Use Retail: CRSA1214208,"5 Main Street North, Campbellville, ON L0P 0A1",https://weedmaps.com/dispensaries/welcome-cannabis-campbellville
Sessions Cannabis - Binbrook ,0,,Dispensary | Order online | Recreational,(289) 522-0109,Adult-Use Retail: CRSA1177930,"2537 Regional Road 56, Binbrook, Ontario L0R 1C0",https://weedmaps.com/dispensaries/sessions-cannabis-binbrook-1
420 Love at 976 Main St. E ,13 reviews,3.6,Dispensary | Order online | Recreational,(905) 543-9185,Adult-Use Retail: CRSA 1174893﻿,"976 Main St. E, Hamilton, ON L8M 1M8",https://weedmaps.com/dispensaries/420-love-at-976-main-st-e
AYR Wellness - Gibsonia ,1 review,5.0,Dispensary | In-store purchases only | Medical,(878) 728-1001,,"112 Northtowne Square, Gibsonia, Pennsylvania 15044",https://weedmaps.com/dispensaries/ayr-wellness-gibsonia
Trulieve - Pittsburgh North Shore ,0,,Dispensary | In-store purchases only | Medical,(412) 912-9050,Medical Retail: D18-5017 | 200 Federal St,"200 Federal Street, Pittsburgh, Pennsylvania 15212",https://weedmaps.com/dispensaries/trulieve-pittsburgh-north-shore
True North Cannabis Co. - Hamilton ,0,,Dispensary | Order online | Recreational,(289) 678-1855,Adult-Use Retail: CRSA1190772,"326 Ottawa St. N, Hamilton, ON L8H 4A1",https://weedmaps.com/dispensaries/true-north-cannabis-co-hamilton
Burlington Cannabis Co. ,0,,Dispensary | In-store purchases only | Recreational | Supports the Black community,(905) 332-0420,Adult-Use Retail: CRSA1203061,"2025 Upper Middle Rd, Unit 24, Burlington, ON L7P 4K1",https://weedmaps.com/dispensaries/burlington-cannabis-co
Mystic's Cannabis - Main St. E ,0,,Dispensary | In-store purchases only | Recreational | Supports the Black community,(905) 575-4274,Adult-Use Retail: CRSA1209034,"1466B Main St. E, Hamilton, ON L8K 1C6",https://weedmaps.com/dispensaries/mystic-s-cannabis
Piffingtons Cannabis Co - Milton ,1 review,5.0,Dispensary | In-store purchases only | Recreational,+64 7 919 0662,Adult-Use Retail: CRSA1209756,"100 Bronte St S Unit #4, Milton, ON L9T 9B1",https://weedmaps.com/dispensaries/piffingtons-cannabis-co-milton
Mystic’s Cannabis – Kenilworth ,0,,Dispensary | In-store purchases only | Recreational | Supports the Black community,(905) 575-4274,Adult-Use Retail: CRSA1207260,"135 Kenilworth Ave N, Hamilton, ON L8H 4R7",https://weedmaps.com/dispensaries/mystic-s-cannabis-2
Bodega Boyz - Georgetown ,2 reviews,5.0,Dispensary | Order online | Recreational,(905) 702-8797,Adult-Use Retail: CRSA1206211,"68 - 78 Main St. N. Units 2 & 3, Georgetown, ON L7G 3H5",https://weedmaps.com/dispensaries/bodega-boyz-georgetown
Mystic's Cannabis - King St. E ,0,,Dispensary | In-store purchases only | Recreational | Supports the Black community,(905) 575-4274,Adult-Use Retail: CRSA1207261,"2141 King St E. - King St., Hamilton, ON L8K 1W5",https://weedmaps.com/dispensaries/mystic-s-cannabis-1
Bud's Cannabis Store ,1 review,5.0,Dispensary | Order online | Recreational,(905) 875-2837,Adult-Use Retail: CRSA1201291,"300 Main Street E, Milton, ON L9T 1P3",https://weedmaps.com/dispensaries/bud-s-cannabis-store-1
Choom Cannabis Co. - Hamilton ,0,,Dispensary | In-store purchases only | Recreational,+36 59 250 126,,"2172 Rymal Rd E Unit E-01, Hamilton, ON L0R 1P0",https://weedmaps.com/dispensaries/choom-hamilton
Green Releaf Dispensary - Lee's Summit ,6 reviews,4.2,Dispensary | Order online | Medical & Recreational,(816) 272-5833,Adult-Use Retail: DIS000201 | Medical Retail: DIS000201,"201 South Route 291, Lee's Summit, Missouri 64063",https://weedmaps.com/dispensaries/green-releaf-dispensary-lee-s-summit
Paramount Cannabis - Burlington ,0,,Dispensary | In-store purchases only | Recreational,(905) 336-1700,,"1200 Brant Street Unit 4, Burlington, ON L7P 5C6",https://weedmaps.com/dispensaries/paramount-cannabis-burlington
Value Buds - Maple Mews ,4 reviews,3.3,Dispensary | In-store purchases only | Recreational,(905) 631-0001,Adult-Use Retail: CRSA1194327,"1235 Fairview St Unit A, Burlington, ON L7S 2H9",https://weedmaps.com/dispensaries/value-buds-maple-mews
Sunnyside Cannabis Dispensary – Pittsburgh ,44 reviews,3.9,Dispensary | In-store purchases only | Medical | Supports the Black community,(412) 631-3120,Medical Retail: D5016-17,"2116 Penn Ave, Pittsburgh, Pennsylvania 15222",https://weedmaps.com/dispensaries/cy-dispensaries-pittsburgh
Welcome Burlington ,20 reviews,5.0,Dispensary | Order online | Recreational,(905) 639-5560,Adult-Use Retail: CSRA1172503,"1401 Plains RD E Unit 5, Burlington, ON L7R0C2",https://weedmaps.com/dispensaries/welcome-cannabis-1
Greenlight Stollings ,1 review,4.0,Dispensary | Order online | Medical,(304) 953-2018,Medical Retail: D230069,"351 Hanging Rock Hwy, Stollings, West Virginia 25601",https://weedmaps.com/dispensaries/greenlight-stollings
The Hunny Pot Cannabis Co. - Burlington ,0,,Dispensary | In-store purchases only | Recreational,+64 7 598 4044,,"1505 Guelph Line, Burlington, ON L7P 3B6",https://weedmaps.com/dispensaries/the-hunny-pot-burlington
Good Day Farm - Kennett ,36 reviews,4.6,Dispensary | Order online | Medical & Recreational,(573) 559-0508,Medical Retail: DIS000135 | Adult-Use Retail: DIS000135,"812 Lester St., Kennett, Missouri 63857",https://weedmaps.com/dispensaries/good-day-farm-kennett
FIKA Local Herbal Goods - Milton ,0,,Dispensary | In-store purchases only | Recreational,(289) 270-1021,Adult-Use Retail: CRSA1201224,"1290 Steeles Avenue East Unit C3.3, Milton, ON L9T 6R1",https://weedmaps.com/dispensaries/fika-herbal-goods-milton
Culture Rising - Milton ,4 reviews,5.0,Dispensary | Order online | Recreational,(905) 864-9988,Adult-Use Retail: CRSA1188609,"1248 Main St E, Milton, ON L9T 8M7",https://weedmaps.com/dispensaries/culture-rising-1
BUDSSMOKE - Burlington ,3 reviews,5.0,Dispensary | Order online | Recreational,(905) 637-2837,Adult-Use Retail: CRSA1189684,"2017 Lakeshore Road, Burlington, ON L7R 1A1",https://weedmaps.com/dispensaries/budssmoke-burlington
Supergas Cannabis ,3 reviews,4.3,Dispensary | Order online | Recreational,(905) 560-0000,Adult-Use Retail: CRSA1260349,"2255 Barton Street East, suite 7, Hamilton, ON L8H 7T4",https://weedmaps.com/dispensaries/supergas-cannabis-hamilton
Meta Cannabis Supply Co. - Walker Place ,0,,Dispensary | In-store purchases only | Recreational,,Adult-Use Retail: CRSA1189441,"3505 UPPER MIDDLE RD UNIT D003, BURLINGTON, Ontario L7M4C6",https://weedmaps.com/dispensaries/meta-cannabis-supply-co-walker-place
Keystone Integrated Care - Pittsburgh ,8 reviews,4.8,Dispensary | In-store purchases only | Medical | Supports the Black community,(412) 439-2093,Medical Retail: D-5006-17 | 211 52nd St,"211 52nd Street, Pittsburgh, Pennsylvania 15201",https://weedmaps.com/dispensaries/keystone-integrated-care-pittsburg
Sparkle Cannabis - Burlington ,0,,Dispensary | In-store purchases only | Recreational,(905) 634-3033,Adult-Use Retail: CRSA1225916,"730 Guelph Line Unit 1, Burlington, ON L7R 3N5",https://weedmaps.com/dispensaries/sparkle-cannabis-burlington
The Hunny Pot Cannabis Co. - 40 Centennial Pkwy N ,1 review,4.0,Dispensary | In-store purchases only | Recreational,+64 7 598 4044,,"40 Centennial Pkwy N, Hamilton, ON L8E 1H6",https://weedmaps.com/dispensaries/the-hunny-pot-cannabis-co-40-centennial-pkwy-n
The Spot Cannabis Co. - Burlington ,2 reviews,5.0,Dispensary | In-store purchases only | Recreational,(905) 336-9191,Adult-Use Retail: CRSA1172891,"3247 Appleby Line Unit 3/4, Burlington, ON L7M0V7",https://weedmaps.com/dispensaries/the-spot-cannabis-co
BesaMe Wellness - Kansas City ,16 reviews,3.8,Dispensary | In-store purchases only | Medical & Recreational | Supports the Black community,(816) 775-2920,Medical Retail: DIS000021 | Adult-Use Retail: DIS000021,"5901 NW Barry Rd, Kansas City, Missouri 64154",https://weedmaps.com/dispensaries/besame-wellness-kansascity
Toke Cannabis - Hamilton ,2 reviews,5.0,Dispensary | In-store purchases only | Recreational,(289) 389-1885,Adult-Use Retail: CRSA1186962,"247 Centennial Pkwy N #2, Hamilton, ON L8E 2X3",https://weedmaps.com/dispensaries/toke-cannabis-1
Trulieve - Belle ,0,,Dispensary | In-store purchases only | Medical,(304) 486-3049,Medical Retail: D200040,"2700 E Dupont Ave Suite 9, Belle, West Virginia 25015",https://weedmaps.com/dispensaries/trulieve-belle
Value Buds - Appleby ,0,,Dispensary | In-store purchases only | Recreational,(905) 331-4441,Adult-Use Retail: CRSA1173235,"2485 Appleby Line, Burlington, ON L7L 0B6",https://weedmaps.com/dispensaries/value-buds-appleby
NEKU Cannabis - Stoney Creek ,1 review,5.0,Dispensary | In-store purchases only | Recreational,(905) 664-2340,Adult-Use Retail: CRSA1266811,"89 King St E, Stoney Creek, ON L8G 1K5",https://weedmaps.com/dispensaries/neku-cannabis-1
From The Earth Dispensary Raytown ,353 reviews,4.9,Dispensary | Order online | Medical & Recreational | Supports the Black community,(816) 708-1629,Medical Retail: DIS000044 | Adult-Use Retail: DIS000044,"9010 E State Rte 350, Raytown, Missouri 64133",https://weedmaps.com/dispensaries/from-the-earth-raytown
Proper Cannabis - Downtown KC ,20 reviews,4.2,Dispensary | Order online | Medical & Recreational,(816) 272-4100,Medical Retail: DIS000053 | Adult-Use Retail: DIS000053,"1421 Wabash Ave, Kansas City, Missouri 64127",https://weedmaps.com/dispensaries/proper-cannabis-downtown-kc
Riverside Wellness ,24 reviews,4.5,Dispensary | In-store purchases only | Medical & Recreational | Supports the Black community,(816) 321-2010,Medical Retail: DIS000019 | Adult-Use Retail: DIS000019,"4403 NW Gateway Avenue, Riverside, Missouri 64150",https://weedmaps.com/dispensaries/riverside-wellness-3
NIRVANA BUDZ ,1 review,5.0,Dispensary | In-store purchases only | Recreational,(905) 930-8827,Adult-Use Retail: CRSA1178573,"141 Hamilton Regional Road 8, Stoney Creek, ON L8G 5C1",https://weedmaps.com/dispensaries/nirvana-budz-stoney-creek
BesaMe Wellness - N Kansas City ,48 reviews,4.4,Dispensary | In-store purchases only | Medical & Recreational | Supports the Black community,(816) 775-2920,Medical Retail: DIS000042 | Adult-Use Retail: DIS000042,"1041 BURLINGTON ST, N KANSAS CITY, Missouri 64116",https://weedmaps.com/dispensaries/besame-wellness-nkansascity
Sunrise Cannabis Dispensary - Kansas City ,6 reviews,3.3,Dispensary | In-store purchases only | Medical,(314) 353-9817,Medical Retail: DIS000014,"6510 NW Pairieview, Kansas City, Missouri 64151",https://weedmaps.com/dispensaries/sunrise-cannabis-dispensary-kansas-city
Relm Cannabis - Burlington ,5 reviews,4.0,Dispensary | In-store purchases only | Recreational,(905) 516-4031,Adult-Use Retail: CRSA1102043 | Adult-Use Retail: CRSA1102043,"4031 Fairview St, Burlington, ON L7L 2A4",https://weedmaps.com/dispensaries/relm-cannabis
Canada Buds - Burlington ,0,,Dispensary | In-store purchases only | Recreational,(905) 319-2934,Adult-Use Retail: CRSA1172625,"1860 Appleby Line Unit #11B, Burlington, ON L7L 7H7",https://weedmaps.com/dispensaries/canada-buds-1
Maitri Medicinals - Pittsburgh ,12 reviews,3.7,Dispensary | In-store purchases only | Medical,(412) 404-7464,,"5845 Centre Ave, Pittsburgh, Pennsylvania 15206",https://weedmaps.com/dispensaries/maitri-medicinals-pittsburgh
Sessions Cannabis - Stoney Creek ,0,,Dispensary | In-store purchases only | Recreational,(905) 930-8166,Adult-Use Retail: CRSA1210018,"369 Highway 8, Stoney Creek, ON L8E 2E8",https://weedmaps.com/dispensaries/sessions-stoney-creek
Good Day Farm - Buffalo ,16 reviews,4.4,Dispensary | Order online | Medical & Recreational,(417) 733-8086,Medical Retail: DIS000198 | Adult-Use Retail: DIS000198,"513 S ASH ST, Buffalo, Missouri 65622",https://weedmaps.com/dispensaries/good-day-farm-buffalo
Trulieve - Pittsburgh ,50 reviews,4.0,Dispensary | In-store purchases only | Medical,(412) 754-4480,Medical Retail: D18-5017 | 200 Federal Street,"5600 Forward Ave, Pittsburgh, Pennsylvania 15217",https://weedmaps.com/dispensaries/trulieve-pittsburgh
From The Earth Dispensary Downtown ,491 reviews,4.9,Dispensary | Order online | Medical & Recreational | Supports the Black community,(816) 659-2206,Medical Retail: DIS000046 | Adult-Use Retail: DIS000046,"1222 McGee St, Kansas City, Missouri 64106",https://weedmaps.com/dispensaries/from-the-earth-mcgee
Homestate Dispensary - Kansas City ,3 reviews,3.7,Dispensary | Order online | Medical & Recreational,(816) 482-0559,Adult-Use Retail: DIS000078 | Medical Retail: DIS000078,"509 E 18th ST, Kansas City, Missouri 64108",https://weedmaps.com/dispensaries/homestate-dispensary-kansas-city
Elevated Minds ,0,,Dispensary | In-store purchases only | Recreational | Supports the Black community,(905) 930-8511,Adult-Use Retail: CRSA1203507,"570 Highway 8 Unit 2, Stoney Creek, ON L5R 3R7",https://weedmaps.com/dispensaries/elevated-minds-stoney-creek
CANNABIS XPRESS ,0,,Dispensary | Order online | Recreational | Supports the Black community,+64 7 946 5098,Adult-Use Retail: CRSA1196728,"405 Veterans Drive, Brampton, ON L7A 4Y9",https://weedmaps.com/dispensaries/cannabis-xpress-brampton
Fresh Karma Dispensaries - Parkville ,115 reviews,4.9,Dispensary | Order online | Medical | Supports the Black community,(816) 437-9814,Medical Retail: DIS000037,"10915 NW, MO-45,, Parkvile, Missouri 64111",https://weedmaps.com/dispensaries/fresh-karma-dispensaries
Ethos Pittsburgh South at Pleasant Hills ,13 reviews,4.7,Dispensary | In-store purchases only | Medical,(412) 775-2905,Medical Retail: CR08-D18-1028(C),"560 Clairton Blvd, Suite A, Pittsburgh, Pennsylvania 15236",https://weedmaps.com/dispensaries/ethos-pleasant-hills
RISE Dispensaries St. Cloud ,11 reviews,4.2,Dispensary | In-store purchases only | Medical,(320) 443-6250,Medical Retail: MDOH Agreement 12.1.21,"141 33rd Avenue South, St. Cloud, Minnesota 56301",https://weedmaps.com/dispensaries/leafline-labs-st-cloud
Fresh Karma - Midtown ,177 reviews,4.9,Dispensary | Order online | Medical | Supports the Black community,(816) 216-6377,Medical Retail: DIS000071,"240 E Linwood Blvd., Kansas City, Missouri 64111",https://weedmaps.com/dispensaries/fresh-karma-midtown
TREETZ ,3 reviews,2.3,Dispensary | In-store purchases only | Recreational,+64 7 382 9333,Adult-Use Retail: CRSA1176825,"280 First Street, Collingwood, ON L9Y 1B1",https://weedmaps.com/dispensaries/treetz
From The Earth Dispensary Westside ,516 reviews,4.9,Dispensary | Order online | Medical & Recreational | Supports the Black community,(816) 579-0081,Medical Retail: DIS000048 | Adult-Use Retail: DIS000048,"2918 SOUTHWEST BLVD, Kansas City, Missouri 64108",https://weedmaps.com/dispensaries/from-the-earth-6
Golden Tree Cannabis ,0,,Dispensary | In-store purchases only | Recreational,(905) 495-6454,Adult-Use Retail: CRSA1191912,"10671 Chinguacousy Road Unit B7, Brampton, ON L7A0N5",https://weedmaps.com/dispensaries/golden-tree-cannabis
Terrabis - Kansas City ,12 reviews,4.3,Dispensary | In-store purchases only | Medical & Recreational,(816) 654-6599,Medical Retail: DIS000050 | Adult-Use Retail: DIS000050,"7025 Prospect Ave, Kansas City, Missouri 64132",https://weedmaps.com/dispensaries/terrabis-kansas-city-coming-soon
Good Day Farm - Kansas City ,70 reviews,4.6,Dispensary | Order online | Medical & Recreational,(816) 534-9369,Medical Retail: DIS000067 | Adult-Use Retail: DIS000067,"10420 Blueridge Blvd, Kansas City, Missouri 64134",https://weedmaps.com/dispensaries/good-day-farm-kansas-city
From The Earth Dispensary Brookside ,477 reviews,4.9,Dispensary | Order online | Medical & Recreational | Supports the Black community,(816) 514-0717,Medical Retail: DIS000045 | Adult-Use Retail: DIS000045,"6200 TROOST AVE, Kansas City, Missouri 64110",https://weedmaps.com/dispensaries/from-the-earth-5
Ethos Pittsburgh North at Harmarville ,0,,Dispensary | In-store purchases only | Medical,(267) 861-7357,Medical Retail: CR08-D18-1028(C),"5 Alpha Drive East, Pittsburgh, Pennsylvania 15238",https://weedmaps.com/dispensaries/ethos-pittsburgh-north-at-harmarville
Hibuzz Cannabis - 40 Rivermont Road ,5 reviews,4.8,Dispensary | In-store purchases only | Recreational,(905) 455-3111,Adult-Use Retail: CRSA1179954,"40 Rivermont Road, Brampton, ON L6Y 6G7",https://weedmaps.com/dispensaries/hibuzz-cannabis-rivermont-road
The Cannabis Guys Brampton Weed Dispensary ,0,,Dispensary | In-store purchases only | Recreational,(905) 451-9500,Adult-Use Retail: CRSA1195071,"8335 Financial DR Unit 5-6, Brampton, ON L6Y 1M1",https://weedmaps.com/dispensaries/the-cannabis-guys-brampton
Greenlight - Bannister ,50 reviews,4.3,Dispensary | Order online | Medical & Recreational,(816) 895-6410,Medical Retail: DIS000069 | Adult-Use Retail: DIS000069,"4900 Bannister Rd, KCMO, Missouri 64132",https://weedmaps.com/dispensaries/greenlight-bannister-coming-soon
CANNABIS XPRESS ,2 reviews,5.0,Dispensary | Order online | Recreational | Supports the Black community,+64 7 243 2682,Adult-Use Retail: CRSA1226368,"11670 Hurontario St Unit 6, Brampton, ON L7A1R2",https://weedmaps.com/dispensaries/cannabis-xpress-hurontario
The Woods Cannabis ,4 reviews,4.5,Dispensary | Order online | Recreational,(905) 451-9600,Adult-Use Retail: CRSA1188305,"5 Montpelier Street (Unit A103), Brampton, ON L6Y 6H4",https://weedmaps.com/dispensaries/the-woods-cannabis-brampton
Value Buds - Wanless Centre ,1 review,4.0,Dispensary | In-store purchases only | Recreational,(905) 970-7744,Adult-Use Retail: CRSA1206377,"10886 Hurontario St, Brampton, ON L7A 3R9",https://weedmaps.com/dispensaries/value-buds-wanless-centre
Hibuzz Cannabis - 7955 Financial Dr ,0,,Dispensary | In-store purchases only | Recreational,(905) 459-1311,Adult-Use Retail: CRSA1191022,"7955 Financial Drive, Brampton, ON L6Y 0J8",https://weedmaps.com/dispensaries/hibuzz-cannabis-financial-dr
Spiritleaf - Sandalwood ,2 reviews,3.0,Dispensary | Order online | Recreational,(905) 846-0777,Adult-Use Retail: CRSA1208573,"170 Sandalwood Pky E, Unit 12A, Brampton, ON L6Z 1Y5",https://weedmaps.com/dispensaries/spirtleaf-sandalwood
Hidden Leaf Cannabis Co. ,3 reviews,3.7,Dispensary | Order online | Recreational | Supports the Black community,(416) 736-9014,Adult-Use Retail: CRSA1198601,"1 Wexford Road, Brampton, ON L6Z 2W1",https://weedmaps.com/dispensaries/hidden-leaf-cannabis-co-brampton
Spiritleaf - Brickyard ,6 reviews,4.3,Dispensary | Order online | Recreational,(905) 451-9685,Adult-Use Retail: CRSA1201880,"110 Brickyard Way Unit #12, Brampton, ON L6V 4N1",https://weedmaps.com/dispensaries/spiritleaf-brickyard
Sunnyside Cannabis Dispensary – New Kensington ,26 reviews,4.2,Dispensary | In-store purchases only | Medical | Supports the Black community,(724) 472-8900,Medical Retail: D5016-17,"4 Kensington Square, New Kensington, Pennsylvania 15068",https://weedmaps.com/dispensaries/cy-dispensaries-new-kensington
Sage Cannabis ,3 reviews,5.0,Dispensary | Order online | Recreational,(905) 216-4422,Adult-Use Retail: CRSA1190676,"160 Main Street South Unit #17, Brampton, ON L6W 2E1",https://weedmaps.com/dispensaries/sage-cannabis
ReLeaf Resources - Grandview ,27 reviews,4.7,Dispensary | Order online | Medical & Recreational,(816) 597-4768,Medical Retail: DIS000077 | Adult-Use Retail: DIS000077,"13836 South US Highway 71, Grandview, Missouri 64030",https://weedmaps.com/dispensaries/releaf-resources
Dab Cannabis - Brampton ,8 reviews,4.4,Dispensary | Order online | Recreational,(905) 453-2322,Adult-Use Retail: CRSA1174901,"227 Vodden Street East, Unit 15, Brampton, ON L6V 1N2",https://weedmaps.com/dispensaries/dab-cannabis-brampton
One Plant - Brampton ,3 reviews,2.3,Dispensary | In-store purchases only | Recreational,(905) 790-9960,Adult-Use Retail: CRSA1190448,"160 Great Lakes Dr, Brampton, ON L6R 2K7",https://weedmaps.com/dispensaries/one-plant-brampton
Crown Leaf ,1 review,5.0,Dispensary | In-store purchases only | Recreational,(905) 497-9522,Adult-Use Retail: CRSA1207459,"75 Clarence St, Brampton, ON L6W 1S5",https://weedmaps.com/dispensaries/crown-leaf-2
The POTery - Brampton ,27 reviews,4.7,Dispensary | Order online | Recreational,(905) 230-3673,Adult-Use Retail: CROL1171783 | Adult-Use Retail: CRSA1187177,"239 Queen St E, Brampton, ON L6W 2B6",https://weedmaps.com/dispensaries/the-potery
The Source Cannabis - Raymore ,6 reviews,3.5,Dispensary | Order online | Medical & Recreational,(816) 575-9333,Medical Retail: DIS000170 | Adult-Use Retail: DIS000170,"1905 W. Foxwood Drive, Raymore, Missouri 64083",https://weedmaps.com/dispensaries/the-source-cannabis-raymore
Crown Leaf ,1 review,5.0,Dispensary | In-store purchases only | Recreational,(905) 497-9585,Adult-Use Retail: CRSA1194941,"1 Steeles Ave E Unit 14, Brampton, ON L6W 4J4",https://weedmaps.com/dispensaries/crown-leaf
High Tea Cannabis Co - Brampton ,26 reviews,4.5,Dispensary | Order online | Recreational,(905) 216-7778,Adult-Use Retail: CRSA1179922,"50 Kennedy Road South, Brampton, ON L6W 3E1",https://weedmaps.com/dispensaries/high-tea-cannabis-co-kennedy-rd
Greenlight - Harrisonville ,33 reviews,4.1,Dispensary | Order online | Medical & Recreational,(816) 272-1655,Medical Retail: DIS000175 | Adult-Use Retail: DIS000175,"1408 Rte 291, Harrisonville, Missouri 64701",https://weedmaps.com/dispensaries/greenlight-harrisonville-coming-soon
Piffingtons Cannabis Co - Brampton ,0,,Dispensary | In-store purchases only | Recreational,+64 7 919 0662,Adult-Use Retail: CRSA1210329,"345 Queen Street West, Brampton, ON L6X 1B4",https://weedmaps.com/dispensaries/piffingtons-cannabis-co-brampton-1
THC Centre Cannabis Inc. ,5 reviews,5.0,Dispensary | Order online | Recreational | Supports the Black community,(905) 497-3131,Adult-Use Retail: CRSA1179646,"144 Kennedy Road, South,, Brampton, ON L6W 3G4",https://weedmaps.com/dispensaries/thc-centre-cannabis-inc
The Green Hex Cannabis Co ,0,,Dispensary | In-store purchases only | Recreational | Supports the Black community,(905) 216-1012,Adult-Use Retail: CROL1174508,"200 County Court Blvd, Brampton, ON L6W 4L2",https://weedmaps.com/dispensaries/the-green-hex-cannabis-co
Good Day Farm - Belton ,62 reviews,4.5,Dispensary | Order online | Medical & Recreational | Supports the Black community,(816) 892-4458,Medical Retail: DIS000156 | Adult-Use Retail: DIS000156,"17211 US-71, Belton, Missouri 64012",https://weedmaps.com/dispensaries/good-day-farm-belton
Value Buds - 410 & Steeles ,1 review,5.0,Dispensary | In-store purchases only | Recreational,(905) 354-0168,Adult-Use Retail: CRSA1201019,"90 Resolution Dr, Brampton, ON L6W 0A7",https://weedmaps.com/dispensaries/value-buds-p410-steeles
Canna Cabana - Brampton ,1 review,5.0,Dispensary | In-store purchases only | Recreational,(905) 796-3781,,"148 West Dr c108, Brampton, ON L6T 5P1",https://weedmaps.com/dispensaries/canna-cabana-brampton
