,Store Name,Number Reviews,Avg Rating,Phone Number,Licenses,Address,Medical_ID?,Adult-Use_ID?,Dispensary,In-store purchases only,Order online,Supports the Black community,State,Medical Store?,Recreational Store?
3548,The Green Source IV ,75 reviews,4.5,(719) 573-5665,Medical Retail: 402-00247,"1216 N Academy Blvd., Colorado Springs, Colorado 80909",1.0,0.0,1,0,1,1,Colorado,True,False
3549,The Epic Remedy Platte ,4 reviews,4.8,(719) 574-4230,Medical Retail: 402-00918,"4335 E. Platte Ave, Colorado Springs, Colorado 80915",1.0,0.0,1,0,1,1,Colorado,True,False
3550,Briargate Wellness Center ,176 reviews,4.7,(719) 598-3510,Medical Retail: 402-00125,"890 Dublin Blvd Ste. C, Colorado Springs, Colorado 80918",1.0,0.0,1,0,1,0,Colorado,True,False
3551,The Dispensary Colorado Springs North ,50 reviews,5.0,(719) 368-7606,Medical Retail: 402-00543,"2205 Montebello Square Drive Suite 101, Colorado Springs, Colorado 80918",1.0,0.0,1,0,1,0,Colorado,True,False
3552,Pure Harvest ,11 reviews,4.8,(303) 567-4752,Adult-Use Retail: 402R-00777,"1077 County Road 308, Dumont, Colorado 80436",0.0,1.0,1,0,1,0,Colorado,False,True
3553,Strawberry Fields - Downieville ,37 reviews,4.4,(720) 379-3672,Adult-Use Retail: 402R-00145,"909 County Rd 308, Downieville, Colorado 80436",0.0,1.0,1,0,1,0,Colorado,False,True
3554,Third Day Apothecary ,194 reviews,4.7,(719) 266-6699,Medical Retail: 402-00145,"4865 N. Academy Blvd., Colorado Springs, Colorado 80918",1.0,0.0,1,0,1,1,Colorado,True,False
3555,Best Budz Austin Bluffs ,148 reviews,4.3,(719) 598-0168,Medical Retail: 402-00401,"3729 Austin Bluffs Parkway, Colorado Springs, Colorado 80918",1.0,0.0,1,0,1,1,Colorado,True,False
3556,The Epic Remedy Academy ,145 reviews,4.4,(719) 434-2040,Medical Retail: 402-01092,"3995 North Academy Blvd, Colorado Springs, Colorado 80917",1.0,0.0,1,0,1,1,Colorado,True,False
3557,Pure Medical North ,245 reviews,4.6,(719) 634-7390,Medical Retail: 402-00346,"8025 N Academy Blvd, Colorado Springs, Colorado 80920",1.0,0.0,1,0,1,1,Colorado,True,False
3558,Silver Stem Fine Cannabis - Fraser Winter Park Rec ,13 reviews,4.3,(970) 726-2055,Adult-Use Retail: 402R-00366,"511 Zerex St, Fraser, Colorado 80442",0.0,1.0,1,0,1,0,Colorado,False,True
3559,Green Pharm 2 ,252 reviews,4.5,(719) 598-8245,Medical Retail: 402-01031,"4335 N. Academy Blvd #100, Colorado Springs, Colorado 80918",1.0,0.0,1,0,1,0,Colorado,True,False
3560,High Hopes North ,49 reviews,4.4,(719) 593-7191,Medical Retail: 402-00969,"4344 Montebello Drive, Colorado Springs, Colorado 80918",1.0,0.0,1,1,0,0,Colorado,True,False
3561,High Tops - Powers ,220 reviews,4.7,(719) 597-9333,Medical Retail: 402-00248,"2306 N. Powers Blvd Suite 100, Colorado Springs, Colorado 80915",1.0,0.0,1,0,1,1,Colorado,True,False
3562,Cannabicare ,858 reviews,4.8,(719) 573-2262,Medical Retail: 402-00110,"1466 Woolsey Heights, Colorado Springs, Colorado 80915",1.0,0.0,1,0,1,0,Colorado,True,False
3563,Coastal Dispensary SB ,169 reviews,4.5,(805) 380-7730,Adult-Use Retail: C10-0000062-LIC | Medical Retail: C10-0000062-LIC,"1019 Chapala St, Santa Barbara, California 93101",1.0,1.0,1,0,1,1,California,True,True
3564,Fountain Organics ,94 reviews,4.8,(719) 394-8883,Medical Retail: 402-01016,"5421 Rio Vista Drive Su 200, Colorado springs, Colorado 80917",1.0,0.0,1,0,1,1,Colorado,True,False
3565,Alpine Essentials ,321 reviews,5.0,(719) 375-1134,Medical Retail: 402-01337 | Adult-Use Retail: 402R-00989,"850 Commercial Ln., Palmer Lake, Colorado 80133",1.0,1.0,1,1,0,0,Colorado,True,True
3566,The Farmacy SB ,36 reviews,3.6,(805) 880-1207,Adult-Use Retail: C10-0000293-LIC,"128 West Mission Street, Santa Barbara, California 93101",0.0,1.0,1,0,1,0,California,False,True
3567,Beyond Hello - Santa Barbara ,350 reviews,4.8,(805) 883-6444,Adult-Use Retail: C10-0000365-LIC | Medical Retail: C10-0000365-LIC,"3516 State St, Santa Barbara, California 93105",1.0,1.0,1,1,0,0,California,True,True
3568,Natural Healing Center - Lemoore ,127 reviews,4.6,(855) 642-4200,Adult-Use Retail: C10-0000734-LIC | Medical Retail: C10-0000734-LIC,"338 West D Street, Lemoore, California 93245",1.0,1.0,1,0,1,0,California,True,True
3569,Valley Pure - Lemoore ,111 reviews,4.5,(559) 997-5542,Adult-Use Retail: C10-0000666-LIC  | Medical Retail: C10-0000666-LIC ,"300 E St Lemoore, Lemoore, California 93245",1.0,1.0,1,0,1,0,California,True,True
3570,Dispensary Exit 243 ,22 reviews,5.0,(303) 929-6902,Adult-Use Retail: 402R-00831 | Medical Retail: 402-01324,"2235 E Idaho Springs Road, Idaho Springs, Colorado 80452",1.0,1.0,1,0,1,0,Colorado,True,True
3571,Golden Nugget ,4 reviews,4.3,(303) 582-2043,,"127 Main Street, Central City, CO 80427",,,1,1,0,0,,False,True
3572,IgadI Ltd - Central City ,3 reviews,3.3,(970) 536-0420,Adult-Use Retail: 402R-00489,"171 Lawrence St, Central City, Colorado 80427",0.0,1.0,1,1,0,0,Colorado,False,True
3573,Tumbling TumbleWEED ,0,,(575) 487-9333,Microbusiness: CCD-MICB-2022-0119-RTLR-001,"124 S US Hwy 54, Logan, New Mexico 88426",0.0,0.0,1,1,0,0,New Mexico,True,True
3574,Healthy Education Society - Carlsbad ,0,,(575) 689-1466,Adult-Use Retail: CCD-VICE-2021-0001-RTLR-001 | Medical Retail: CCD-VICE-2021-0001-RTLR-001,"2409 West Pierce Street, Carlsbad, New Mexico 88220",1.0,1.0,1,1,0,0,New Mexico,True,True
3575,Stoned Ape Canna Co ,4 reviews,5.0,(575) 988-1051,Microbusiness: CCD-micb-2023-0046-rtlr ,"1101 W Pierce St, Carlsbad, New Mexico 88220",0.0,0.0,1,0,1,0,New Mexico,True,True
3576,R Greenleaf Carlsbad ,0,,(575) 305-7944,Adult-Use Retail: CCD-VICE-2021-0016-RTLR-031 | Medical Retail: CCD-VICE-2021-0016-RTLR-031,"800 W Pierce St, Carlsbad, New Mexico 88220",1.0,1.0,1,0,1,0,New Mexico,True,True
3577,Santa Barbara Care Center ,558 reviews,4.6,(805) 845-4291,Microbusiness: C12-0000136-LIC | Adult-Use Retail: C12-0000136-LIC,"5814 Gaviota St., Goleta, California 93117",0.0,1.0,1,0,1,1,California,True,True
3578,Organic Greens Collective ,358 reviews,4.5,(805) 770-0580,Adult-Use Retail: C10-0000468-LIC,"5902 Daley St, Goleta, California 93117",0.0,1.0,1,0,1,1,California,True,True
3579,Pecos Valley Production - Carlsbad - Mermod St ,2 reviews,4.5,(855) 732-2113,Adult-Use Retail: CCD-VICE-2021-0024-RTLR-010 | Medical Retail: CCD-VICE-2021-0024-RTLR-010,"810 W Mermod St, Carlsbad, New Mexico 88220",1.0,1.0,1,0,1,0,New Mexico,True,True
3580,Pecos Valley Production - Carlsbad - Canal St ,1 review,5.0,(855) 732-2113,Medical Retail: CCD-VICE-2021-0024-RTLR-011 | Adult-Use Retail: CCD-VICE-2021-0024-RTLR-011,"812 N. Canal Street, Carlsbad, New Mexico 88220",1.0,1.0,1,0,1,0,New Mexico,True,True
3581,Ultra Health Carlsbad ,0,,(575) 988-9030,Adult-Use Retail: CCD-VICE-2021-0008-MANU-028 | Medical Retail: CCD-VICE-2021-0008-MANU-028,"1302 S Canal St Suite G, Carlsbad, New Mexico 88220",1.0,1.0,1,1,0,0,New Mexico,True,True
3582,Cal Green Dispensary ,67 reviews,4.9,(805) 770-3947,Adult-Use Retail: C10-0000540-LIC | Medical Retail: C10-0000540-LIC,"164 Aero Camino, Goleta, California 93117",1.0,1.0,1,0,1,0,California,True,True
3583,OSO Cannabis Company - Carlsbad ,0,,(575) 200-3044,Adult-Use Retail: CCD-VICE-2021-0029-RTLR-005 | Medical Retail: CCD-VICE-2021-0029-RTLR-005,"1704 S Canal St, Carlsbad, New Mexico 88220",1.0,1.0,1,1,0,0,New Mexico,True,True
3584,Embarc - Blackstone ,216 reviews,4.5,(559) 420-7999,Adult-Use Retail: C10-0001096-LIC | Medical Nonstorefront: C10-0001096-LIC,"4592 N Blackstone Ave, Fresno, California 93726",1.0,1.0,1,0,1,0,California,True,True
3585,Farmacy Isla Vista ,3 reviews,3.3,(805) 454-8473,Adult-Use Retail: C10-0001190-LIC | Medical Retail: C10-0001190-LIC,"6555 Pardall Rd, Goleta, California 93117",1.0,1.0,1,0,1,0,California,True,True
3586,One Plant Goleta ,214 reviews,4.9,(805) 770-3275,Adult-Use Retail: C10-0000813-LIC | Medical Retail: C10-0000813-LIC,"290 Storke Road Unit G, Goleta, California 93117",1.0,1.0,1,0,1,1,California,True,True
3587,The Artist Tree Weed Dispensary & Marijuana Delivery Fresno ,160 reviews,3.9,(559) 258-0110,Adult-Use Retail: C10-0001041-LIC | Medical Retail: C10-0001041-LIC,"7835 Palm Ave, Fresno, California 93711",1.0,1.0,1,0,1,1,California,True,True
3588,Tribal Nation Flower Co ,22 reviews,4.2,(559) 715-6979,Adult-Use Retail: RP 001,"31793 CA-41, Coarsegold, California 93614",0.0,1.0,1,0,1,0,California,False,True
3589,Kind Castle - Nederland ,35 reviews,4.7,(303) 258-7210,Adult-Use Retail: 402R-00853,"98 CO-119, Nederland, Colorado 80466",0.0,1.0,1,0,1,0,Colorado,False,True
3590,Igadi - Nederland ,10 reviews,4.3,(303) 258-7058,,"92 E 1st Street, Nederland, Colorado 80466",,,1,1,0,0,Colorado,False,True
3591,Silver Stem Fine Cannabis Nederland/Boulder ,4 reviews,5.0,(303) 258-3552,Adult-Use Retail: 402R-00116,"1 W 1st St #1, Nederland, Colorado 80466",0.0,1.0,1,0,1,0,Colorado,False,True
3592,Verts Neighborhood Dispensary ,146 reviews,4.7,(720) 361-2144,Medical Retail: 402-00251 | Adult-Use Retail: 402R-00988,"511 Orchard Street, Golden, Colorado 80401",1.0,1.0,1,0,1,1,Colorado,True,True
3593,Kaya Cannabis on Jewell ,96 reviews,4.7,(303) 557-0876,Medical Retail: 402-00323 | Adult-Use Retail: 402R-00900,"12018 W. Jewell, Lakewood, Colorado 80219",1.0,1.0,1,0,1,0,Colorado,True,True
3594,Native Roots Dispensary Littleton - Med ,31 reviews,3.8,(303) 933-4372,,"7870 W. Quincy Ave, Littleton, Colorado 80123",,,1,1,0,0,Colorado,True,False
3595,Ascend Cannabis Co. - Lakewood ,99 reviews,4.2,(303) 988-5255,Medical Retail: 402-00313 | Adult-Use Retail: 402R-00901,"10712 W Alameda Ave, Lakewood, Colorado 80226",1.0,1.0,1,1,0,0,Colorado,True,True
3596,Silver Stem Fine Cannabis Denver South ,21 reviews,4.2,(303) 734-0420,Adult-Use Retail: 402R-00135,"3700 W. Quincy Ave. Unit 3702, Denver, Colorado 80236",0.0,1.0,1,1,0,0,Colorado,False,True
3597,Ascend Cannabis Co - Littleton ,44 reviews,3.8,(303) 794-5254,Adult-Use Retail: 402R-00897 | Medical Retail: 402-00978,"5231 South Santa Fe Drive, Littleton, Colorado 80120",1.0,1.0,1,1,0,0,Colorado,True,True
3598,The Dispensary Littleton ,1 review,3.0,(303) 993-7824,Adult-Use Retail: 402R-00899,"5744 South Datura Street, Littleton, Colorado 80120",0.0,1.0,1,0,1,0,Colorado,False,True
3599,Silver Stem Fine Cannabis Littleton ,125 reviews,3.9,(720) 627-5091,Adult-Use Retail: 402R-00898,"1086 W Littleton Blvd, Littleton, Colorado 80120",0.0,1.0,1,0,1,0,Colorado,False,True
3600,Golden Meds - Lakewood ,76 reviews,4.5,(720) 519-1957,Adult-Use Retail: 402R-00904,"2636 Youngfield Street, Lakewood, Colorado 80215",0.0,1.0,1,0,1,1,Colorado,False,True
3601,Horizon Cannabis ,36 reviews,4.6,(303) 593-1942,Adult-Use Retail: 402R-00920 | Medical Retail: 402-00825,"6745 W Mississippi Ave, Lakewood, Colorado 80226",1.0,1.0,1,0,1,1,Colorado,True,True
3602,Ajoya Weed Dispensary Lakewood ,144 reviews,4.7,(303) 232-3620,Medical Retail: 402-00326 | Adult-Use Retail: 402R-00958,"10590 W. Colfax Ave, Lakewood, Colorado 80215",1.0,1.0,1,0,1,0,Colorado,True,True
3603,Silver Stem Fine Cannabis Englewood/Sheridan ,108 reviews,4.9,(303) 955-4883,Adult-Use Retail: 402R-00757,"2800 W Hampden Ave, Englewood, Colorado 80110",0.0,1.0,1,0,1,0,Colorado,False,True
3604,Starbuds Lakewood ,0,,(720) 669-3515,Adult-Use Retail: 402R-00986 | Medical Retail: 402-00209,"265 South Wadsworth Blvd., Lakewood, Colorado 80226",1.0,1.0,1,1,0,0,Colorado,False,True
3605,The Green Solution S Federal at Sheridan ,16 reviews,3.9,(303) 990-9723,Adult-Use Retail: 402R-00743,"3318 S Federal Bvld, Sheridan, Colorado 80110",0.0,1.0,1,1,0,0,Colorado,False,True
3606,Mile High Dispensary ,33 reviews,3.7,(303) 934-6337,,"1350 S. Sheridan, Lakewood, Colorado 80232",,,1,1,0,0,Colorado,False,True
3607,Levels - Lakewood ,18 reviews,4.1,(303) 954-9488,Adult-Use Retail: 402R-00916 | Medical Retail: 402-00555,"389 Wadsworth, Lakewood, Colorado 80226",1.0,1.0,1,0,1,0,Colorado,True,True
3608,Lightshade - Sheridan ,"1,131 reviews",4.8,(720) 630-2810,Adult-Use Retail: 402R-00360 | Medical Retail: 402-00970,"1126 S. South Sheridan, Denver, Colorado 80232",1.0,1.0,1,0,1,1,Colorado,True,True
3609,Green Sativa - South Federal ,2 reviews,5.0,(720) 403-8167,Adult-Use Retail: 402R-00603 | Medical Retail: 402-00690,"2426 S Federal Blvd, Denver, Colorado 80219",1.0,1.0,1,0,1,0,Colorado,True,True
3610,Chronic Therapy Recreational ,165 reviews,4.6,(303) 233-3087,Adult-Use Retail: 402R-00217,"10030 W. 27th Ave., Wheat Ridge, Colorado 80215",0.0,1.0,1,0,1,1,Colorado,False,True
3611,Ultra Health - Portales ,2 reviews,5.0,(575) 356-3007,Medical Retail: CCD-VICE-2021-0008-MANU-029 | Adult-Use Retail: CCD-VICE-2021-0008-MANU-029,"1012 W 2nd St, Portales, New Mexico 88130",1.0,1.0,1,1,0,0,New Mexico,True,True
3612,Natures Kiss ,34 reviews,4.5,(303) 484-9327,Adult-Use Retail: 402R-00659,"4332 S Broadway Ave., Englewood, Colorado 80113",0.0,1.0,1,0,1,1,Colorado,False,True
3613,The Stone ,11 reviews,4.7,(303) 881-5415,Adult-Use Retail: 402R-00494,"4842 Morrison Rd., Denver, Colorado 80219",0.0,1.0,1,0,1,1,Colorado,False,True
3614,Solace Meds of Wheat Ridge ,142 reviews,4.5,(303) 997-4082,Adult-Use Retail: 402R-00153 | Medical Retail: 402-00386,"4845 Van Gordon St., Wheat Ridge, Colorado 80033",1.0,1.0,1,0,1,0,Colorado,True,True
3615,High Supply Saloon - Coming Soon! ,0,,(505) 353-7027,Adult-Use Retail: CCD-MICB-2023-0078 | Medical Retail: CCD-MICB-2023-0078,"106 N Main Ave, Portales, New Mexico 88130",1.0,1.0,1,1,0,1,New Mexico,True,True
3616,Morrison gardens ,0,,(720) 792-1420,Adult-Use Retail: 402R-00925,"4440 Morrison Rd, Denver, Colorado 80219",0.0,1.0,1,0,1,0,Colorado,False,True
3617,trichomez ,0,,(806) 681-4734,Adult-Use Retail: CCD-2022-0118-001 | Medical Retail: CCD-2022-0118-001,"107 S Main Ave, Portales, New Mexico 88130",1.0,1.0,1,1,0,0,New Mexico,True,True
3618,Pecos Valley Production - Portales ,3 reviews,5.0,(855) 732-2113,Adult-Use Retail: CCD-VICE-2021-0024-RTLR-003 | Medical Retail: CCD-VICE-2021-0024-RTLR-003,"215 E 2nd St, Portales, New Mexico 88130",1.0,1.0,1,0,1,0,New Mexico,True,True
3619,OSO Cannabis Company - Portales ,2 reviews,3.0,(575) 226-2672,Medical Retail: CCD-VICE-2021-0029-RTLR-004 | Adult-Use Retail: CCD-VICE-2021-0029-RTLR-004,"1429 S Avenue D, Portales, New Mexico 88310",1.0,1.0,1,1,0,0,New Mexico,True,True
3620,Altitude The Dispensary West - Adult Use ,259 reviews,4.6,(720) 708-5428,Adult-Use Retail: 402R-00011,"1568 S Federal Blvd., Denver, Colorado 80219",0.0,1.0,1,1,0,0,Colorado,False,True
3621,NM Green Door ,6 reviews,5.0,(575) 226-2930,Adult-Use Retail: CCD-MICB-2022-0118-RTLR | Medical Retail: CCD-MICB-2022-0118-RTLR,"815 East Brazos St, Portales, New Mexico 88130",1.0,1.0,1,0,1,0,New Mexico,True,True
3622,Mr Buds Portales ,2 reviews,5.0,(575) 226-0716,Adult-Use Retail: CCD-2022-0176-001 | Medical Retail: CCD-2022-0176-001,"1811 South Avenue D, Portales, New Mexico 88130",1.0,1.0,1,1,0,0,New Mexico,True,True
3623,Leiffa ,"1,390 reviews",4.8,(303) 233-3901,Medical Retail: 402-00374 | Adult-Use Retail: 402R-00915,"6900 W Colfax Ave, Lakewood, Colorado 80214",1.0,1.0,1,0,1,1,Colorado,True,True
3624,LOVA - Sheridan ,203 reviews,4.8,(720) 536-5471,Medical Retail: 402-00286 | Adult-Use Retail: 402R-00896,"446 Sheridan Boulevard, Denver, Colorado 80226",1.0,1.0,1,0,1,0,Colorado,True,True
3625,Native Roots Dispensary South Denver ,16 reviews,3.8,(720) 428-8050,,"2645 South Santa Fe Drive, Denver, Colorado 80223",,,1,1,0,0,Colorado,True,True
3626,Alto Recreational Dispensary ,11 reviews,5.0,(720) 428-2663,Adult-Use Retail: 402R-00980,"2160 S Lipan St, Denver, Colorado 80223",0.0,1.0,1,0,1,1,Colorado,False,True
3627,Alto Medical Dispensary ,24 reviews,5.0,(720) 428-2663,Medical Retail: 402-00971,"2160 S Lipan St, Denver, Colorado 80223",1.0,0.0,1,0,1,1,Colorado,True,False
3628,Greenfields - Navajo ,18 reviews,4.8,(303) 856-7451,Adult-Use Retail: 402R-00872 | Medical Retail: 402-01080,"2038 South Navajo, Denver, Colorado 80223",1.0,1.0,1,0,1,0,Colorado,True,True
3629,Trenchtown Cannabis ,463 reviews,4.5,(303) 495-3531,Adult-Use Retail: 402R-00251 | Medical Retail: 402-00566,"734 Sheridan Blvd, Denver, Colorado 80214",1.0,1.0,1,0,1,1,Colorado,True,True
3630,Everbloom Wheat Ridge ,28 reviews,3.6,(720) 226-9308,Adult-Use Retail: 402R-00763 | Medical Retail: 402-00967,"10185 W 49th Ave, Wheat Ridge, Colorado 80033",1.0,1.0,1,0,1,1,Colorado,True,True
3631,Green Dragon - Cherry Creek ,7 reviews,1.6,(720) 536-5462,Adult-Use Retail: 402R-00086 | Medical Retail: 402-00301,"310 Saint Paul St., Denver, Colorado 80206",1.0,1.0,1,0,1,0,Colorado,True,True
3632,The Green Solution - 20th Ave at Edgewater ,26 reviews,4.1,(720) 689-2347,Adult-Use Retail: 402R-00298,"6020 West 20th Avenue, Edgewater, Colorado 80214",0.0,1.0,1,1,0,0,Colorado,False,True
3633,Apothecary Farms Denver MED ,142 reviews,4.8,(303) 862-5016,Medical Retail: 402-00375,"2251 S. Broadway, Denver, Colorado 80210",1.0,0.0,1,0,1,0,Colorado,True,False
3634,Apothecary Farms Denver ,347 reviews,4.9,(303) 862-5016,Adult-Use Retail: 402R-00048,"2251 S. Broadway, Denver, Colorado 80210",0.0,1.0,1,0,1,0,Colorado,False,True
3635,Solace Meds Broadway ,35 reviews,4.7,(303) 282-0200,Adult-Use Retail: 402R-00101,"2262 South Broadway, Denver, Colorado 80210",0.0,1.0,1,0,1,1,Colorado,False,True
3636,Greenfields - Mississippi Ave ,0,,(720) 738-6390,Adult-Use Retail: 402R-00492 | Medical Retail: 402-00854,"1798 West Mississippi Ave, Denver, Colorado 80223",1.0,1.0,1,0,1,0,Colorado,True,True
3637,Den-Rec South MED ,52 reviews,4.3,(720) 390-5070,,"2042 South Bannock St., Denver, Co 80223",,,1,1,0,0,,True,False
3638,Cookies Denver ,83 reviews,3.1,(303) 862-5169,Medical Retail: 402-00768 | Adult-Use Retail: 402R-00096,"2057 South Broadway, Denver, Colorado 80210",1.0,1.0,1,0,1,1,Colorado,False,True
3639,The Lodge Cannabis on Federal - REC ,749 reviews,4.6,(303) 945-4774,Adult-Use Retail: 402R-00548,"82 S Federal Blvd, Denver, Colorado 80219",0.0,1.0,1,0,1,1,Colorado,False,True
3640,Native Roots Dispensary Edgewater - Med ,19 reviews,4.3,(720) 476-4856,,"5610 W. 20th Ave., Edgewater, Colorado 80214",,,1,1,0,0,Colorado,True,False
3641,Reefer Madness Broadway ,42 reviews,4.2,(303) 282-6206,Adult-Use Retail: 402R-00917 | Medical Retail: 402-00294,"1995 S Broadway, Denver, Colorado 80210",1.0,1.0,1,1,0,0,Colorado,True,True
3642,The Herbal Center - Broadway ,81 reviews,4.5,(720) 549-4372,Adult-Use Retail: 402R-00601,"1909 South Broadway, Denver, Colorado 80210",0.0,1.0,1,0,1,0,Colorado,False,True
3643,A Cut Above - Denver Med ,182 reviews,4.4,(720) 536-8965,Medical Retail: 402-00455,"1911 S. Broadway, Denver, Colorado 80210",1.0,0.0,1,1,0,0,Colorado,True,False
3644,A Cut Above - Denver Rec ,102 reviews,4.2,(720) 536-8965,Adult-Use Retail: 402R-00587,"1911 S. Broadway, Denver, Colorado 80210",0.0,1.0,1,1,0,0,Colorado,False,True
3645,Ganja Gourmet ,54 reviews,3.8,(303) 282-9333,Adult-Use Retail: 402R-00103 | Medical Retail: 402-00655,"1810 S Broadway, Denver, Colorado 80210",1.0,1.0,1,0,1,0,Colorado,True,True
3646,Golden Meds - Broadway St. ,118 reviews,4.2,(720) 583-2119,Adult-Use Retail: 402R-00165,"1755 S. Broadway, Denver, Colorado 80210",0.0,1.0,1,0,1,0,Colorado,False,True
3647,LOVA Edgewater ,443 reviews,4.6,(303) 274-6495,Adult-Use Retail: 402R-00043 | Medical Retail: 402-00260,"2045 Sheridan Blvd., Edgewater, Colorado 80214",1.0,1.0,1,0,1,0,Colorado,True,True
3648,Good Chemistry - Broadway ,31 reviews,4.0,(303) 733-3113,Adult-Use Retail: 402R-00032 | Medical Retail: 402-00681,"1724 South Broadway, Denver, Colorado 80210",1.0,1.0,1,0,1,0,Colorado,True,True
3649,Golden Meds - Federal ,93 reviews,3.9,(720) 583-0194,Adult-Use Retail: 402R-00164 | Medical Retail: 402-00376,"330 Federal Blvd, Denver, Colorado 80219",1.0,1.0,1,0,1,1,Colorado,True,True
3650,Elite ,11 reviews,4.5,(720) 287-4081,Adult-Use Retail: 402R-00121,"1410 S Santa Fe Dr, Denver, Colorado 80223",0.0,1.0,1,1,0,0,Colorado,False,True
3651,Lightshade - Barnum ,115 reviews,4.9,(720) 899-3125,Adult-Use Retail: 402R-00187,"445 North Federal Blvd, Denver, Colorado 80204",0.0,1.0,1,0,1,1,Colorado,False,True
3652,Farmacy Santa Ynez ,2 reviews,5.0,(805) 693-4685,Adult-Use Retail: C10-0001124-LIC | Medical Retail: C10-0001124-LIC,"3576 Madera Street, Santa Ynez, California 93460",1.0,1.0,1,0,1,0,California,True,True
3653,Colorado Harvest Company - S. Broadway ,26 reviews,3.9,(303) 722-1227,Adult-Use Retail: 402R-00078,"1568 S Broadway, Denver, Colorado 80210",0.0,1.0,1,0,1,0,Colorado,False,True
3654,Green Dragon - Edgewater ,69 reviews,4.0,(970) 480-0640,Adult-Use Retail: 402R-00094,"2467 Sheridan Boulevard, Edgewater, Colorado 80214",0.0,1.0,1,0,1,0,Colorado,False,True
3655,Lakeshore Cannabis ,321 reviews,4.5,(720) 920-9617,Adult-Use Retail: 402R-00050,"2517 Sheridan Blvd., Edgewater, Colorado 80214",0.0,1.0,1,0,1,0,Colorado,False,True
3656,Kaya Cannabis Santa Fe ,205 reviews,4.6,(303) 593-2931,Adult-Use Retail: 402R-00544 | Medical Retail: 402-00573,"1075 S. Fox Street, Denver, Colorado 80223",1.0,1.0,1,0,1,0,Colorado,True,True
3657,Pure Marijuana Dispensary - Edgewater ,160 reviews,4.3,(303) 233-1322,Adult-Use Retail: 402R-00179,"2553 Sheridan Blvd, Edgewater, Colorado 80214",0.0,1.0,1,0,1,0,Colorado,False,True
3658,Kaya Cannabis Colfax ,316 reviews,4.6,(720) 287-3934,Adult-Use Retail: 402R-00515 | Medical Retail: 402-00664,"3937 West Colfax Ave, Denver, Colorado 80204",1.0,1.0,1,0,1,1,Colorado,True,True
3659,Cannajuana ,20 reviews,4.6,(303) 963-5306,Medical Retail: 402-01089,"1155 S Cherokee St., Denver, Colorado 80223",1.0,0.0,1,0,1,0,Colorado,True,False
3660,Mana Supply Co. Denver ,188 reviews,5.0,(720) 749-4642,Adult-Use Retail: 402R-00858,"2895 W 8th Avenue, Denver, Colorado 80204",0.0,1.0,1,0,1,1,Colorado,False,True
3661,Laughing Grass ,192 reviews,4.9,(720) 379-8567,Adult-Use Retail: 402R-00729,"1110 W Virginia Ave, Unit 1, Denver, Colorado 80223",0.0,1.0,1,0,1,0,Colorado,False,True
3662,Callie's Cannabis Shoppe Denver ,13 reviews,4.1,(720) 415-2976,Adult-Use Retail: 402R-00005,"777 Canosa Court, Denver, Colorado 80204",0.0,1.0,1,0,1,0,Colorado,False,True
3663,Starbuds - DU ,502 reviews,4.8,(303) 975-6485,Adult-Use Retail: 402R-00022,"1640 East Evans Ave., Denver, Colorado 80210",0.0,1.0,1,1,0,0,Colorado,False,True
3664,Green Dragon - Byers ,21 reviews,3.2,(970) 480-0660,Adult-Use Retail: 402R-00038,"930 West Byers Place, Denver, Colorado 80223",0.0,1.0,1,0,1,0,Colorado,False,True
3665,The Herbal Cure (Med and Rec) ,906 reviews,4.8,(303) 777-9333,Adult-Use Retail: 402R-00139 | Medical Retail: 402-00507,"985 S. Logan Street, Denver, Colorado 80209",1.0,1.0,1,0,1,0,Colorado,True,True
3666,Karmaceuticals ,70 reviews,4.3,(303) 765-2762,Adult-Use Retail: 402R-00744 | Medical Retail: 402-00693,"4 S. Santa Fe Drive, Denver, Colorado 80223",1.0,1.0,1,1,0,0,Colorado,True,True
3667,A Cut Off The Top ,22 reviews,3.6,(303) 825-9227,,"2059 W 9th Ave, Denver, Colorado 80204",,,1,1,0,0,Colorado,True,False
3668,A Cut Off The Top ,2 reviews,4.5,(303) 825-9227,,"2059 W 9th Ave, Denver, Colorado 80204",,,1,1,0,0,Colorado,False,True
3669,Best Colorado Cannabis ,758 reviews,4.9,(720) 205-5314,Adult-Use Retail: 402R-00154 | Medical Retail: 402-00385,"4800 Lamar Street, Wheat Ridge, Colorado 80033",1.0,1.0,1,0,1,0,Colorado,True,True
3670,Green Dragon - Sheridan ,17 reviews,3.2,(720) 458-6650,Adult-Use Retail: 402R-00387,"4103 Sheridan Blvd, Denver, Colorado 80212",0.0,1.0,1,0,1,0,Colorado,False,True
3671,Kind Meds ,139 reviews,4.4,(720) 366-8888,Medical Retail: 402-00945,"260 Santa Fe Dr, Denver, Colorado 80223",1.0,0.0,1,0,1,1,Colorado,True,False
3672,The Joint Denver ,"1,252 reviews",4.8,(303) 455-0079,Adult-Use Retail: 402R-00230,"4745 W 38th Ave, Denver, Colorado 80212",0.0,1.0,1,0,1,1,Colorado,False,True
3673,LivWell Enlightened Health - DTC ,4 reviews,5.0,(720) 240-9885,Adult-Use Retail: 402R-00085,"7795 E Belleview Ave #2, Denver, Colorado 80237",0.0,1.0,1,1,0,0,Colorado,False,True
