State,License Number,License Type,Company Name,DBA,License Status,Address 1,Address 2,City,Zip Code,Issue Date,Effective Date,Expire Date,License Term,License Type 2,Owner/Contact,Structure,Email,Phone,Website,,,,,,,,,
MI,AU-R-000836,Marihuana Retailer - License,Crafted Leaf,,Active,"314 Arlington ST, Middleville MI 49333",,,,,,11/21/23,,,,,,,,,,,,,,,,
MI,AU-R-000831,Marihuana Retailer - License,House of Dank Grand Rapids,,Active,"3510 E Mall SE DR, Grand Rapids MI 49546",,,,,,11/18/24,,,,,,,,,,,,,,,,
MI,AU-R-000847,Marihuana Retailer - License,Pure Roots,,Active,"5805 Beckley RD, Battle Creek MI 49015",,,,,,5/14/24,,,,,,,,,,,,,,,,
MI,AU-R-000834,Marihuana Retailer - License,Levels Provisioning of Niles,,Active,"1221 S 11th ST Suite 105, Niles MI 49120",,,,,,11/16/24,,,,,,,,,,,,,,,,
MI,AU-R-000842,Marihuana Retailer - License,Gramz Cannabis,,Active,"1327 E. Frances RD, Mt. Morris MI 48458",,,,,,11/16/24,,,,,,,,,,,,,,,,
MI,AU-R-000837,Marihuana Retailer - License,"High Haven Retail, LLC",,Active,"1205 Washington AVE Suite B, Bay City MI 48708",,,,,,11/14/23,,,,,,,,,,,,,,,,
MI,AU-R-000820,Marihuana Retailer - License,Gage Cannabis Company,,Active,"118 N Columbus ST, Jackson MI 49201",,,,,,9/17/24,,,,,,,,,,,,,,,,
MI,AU-R-000840,Marihuana Retailer - License,Dispo A2,,Active,"2381 E Ellsworth Rd, Ann Arbor MI 48108",,,,,,11/10/24,,,,,,,,,,,,,,,,
MI,AU-R-000816,Marihuana Retailer - License,Nirvana Center Michigan,,Active,"4312 I-75 Business Spur HWY, Sault Sainte Marie MI 49783",,,,,,6/15/24,,,,,,,,,,,,,,,,
MI,AU-R-000815,Marihuana Retailer - License,Canna Klub,,Active,"4625 Webb RD, Wolverine MI 49799",,,,,,5/13/24,,,,,,,,,,,,,,,,
MI,AU-R-000846,Marihuana Retailer - License,The Grassy Knoll,,Active,"2125 Lemuel ST, Muskegon MI 49444",,,,,,11/7/23,,,,,,,,,,,,,,,,
MI,AU-R-000829,Marihuana Retailer - License,Skymint - District Park,,Active,"3720 Washtenaw AVE, Ann Arbor MI 48104",,,,,,7/21/24,,,,,,,,,,,,,,,,
MI,AU-R-000835,Marihuana Retailer - License,Leaf and Bud,,Active,"23860 Sherwood ST Suite A, Centerline MI 48015",,,,,,11/7/23,,,,,,,,,,,,,,,,
MI,AU-R-000833,Marihuana Retailer - License,"SECURECANN III, LLC",,Active,"2478 S. Dort HWY, Flint MI 48507",,,,,,11/3/23,,,,,,,,,,,,,,,,
MI,AU-R-000813,Marihuana Retailer - License,Noxx,,Active,"1234 Plainfield AVE, Grand Rapids MI 49505",,,,,,8/23/24,,,,,,,,,,,,,,,,
MI,AU-R-000807,Marihuana Retailer - License,"77 North, Inc.",,License Void,"615 W. Main ST, Gaylord MI 49735",,,,,,2/18/24,,,,,,,,,,,,,,,,
MI,AU-R-000824,Marihuana Retailer - License,Dispo,,Active,"6007 Ann Arbor RD, Jackson MI 49201",,,,,,8/10/24,,,,,,,,,,,,,,,,
MI,AU-R-000810,Marihuana Retailer - License,Exclusive Brands LLC,,Closed,"599 E. Chicago ST, Coldwater MI 49036",,,,,,11/18/23,,,,,,,,,,,,,,,,
MI,AU-R-000817,Marihuana Retailer - License,Top Tree Provisioning,,Active,"5031 US 23 N, Oscoda MI 48750",,,,,,11/22/23,,,,,,,,,,,,,,,,
MI,AU-R-000821,Marihuana Retailer - License,Bud Brothers Cannabis Co.,,Active,"537 W. Columbia AVE, Battle Creek MI 49015",,,,,,12/27/23,,,,,,,,,,,,,,,,
MI,AU-R-000826,Marihuana Retailer - License,King of Budz,,Active,"14500 Laplaisance RD Unit D10, Monroe MI 48161",,,,,,10/14/24,,,,,,,,,,,,,,,,
MI,AU-R-000811,Marihuana Retailer - License,The Middleville Botanical Co.,,Active,"640 Arlington CT, Middleville MI 49333",,,,,,10/10/24,,,,,,,,,,,,,,,,
MI,AU-R-000814,Marihuana Retailer - License,Sticky River Rouge,,Active,"10307 W Jefferson AVE, River Rouge MI 48218",,,,,,6/25/24,,,,,,,,,,,,,,,,
MI,AU-R-000790,Marihuana Retailer - License,Heritage Provisioning,,Active,"120 W Main ST, Stanton MI 48888",,,,,,11/17/23,,,,,,,,,,,,,,,,
MI,AU-R-000812,Marihuana Retailer - License,Luckys Cannabis Company,,Active,"1446 HOLTON RD, Muskegon MI 49445",,,,,,10/4/24,,,,,,,,,,,,,,,,
MI,AU-R-000819,Marihuana Retailer - License,The Goat Cannabis Company LLC,,Active,"752 US HWY 131 S Suite 752, Three Rivers MI 49093",,,,,,10/4/24,,,,,,,,,,,,,,,,
MI,AU-R-000779,Marihuana Retailer - License,Flint Flower of Life Inc.,,Active,"1401 E Stewart AVE, Flint MI 48505",,,,,,10/3/24,,,,,,,,,,,,,,,,
MI,AU-R-000787,Marihuana Retailer - License,North Coast Provisions at Arborside,,Active,"1818 Packard ST, Ann Arbor MI 48104",,,,,,9/30/24,,,,,,,,,,,,,,,,
MI,AU-R-000786,Marihuana Retailer - License,North Coast Provisions Sault Ste Marie,,Active,"2972 W. 8th ST, Sault Ste. Marie MI 49783",,,,,,9/30/24,,,,,,,,,,,,,,,,
MI,AU-R-000809,Marihuana Retailer - License,STIIIZY,,Active,"859 SW Capital AVE, Battle Creek MI 49015",,,,,,11/3/24,,,,,,,,,,,,,,,,
MI,AU-R-000808,Marihuana Retailer - License,Bloom City Club,,Active,"37445 W Red Arrow HWY, Paw Paw MI 49079",,,,,,9/23/24,,,,,,,,,,,,,,,,
MI,AU-R-000806,Marihuana Retailer - License,Nirvana Center,,Active,"2373 US Highway 41 West, Marquette MI 49855",,,,,,3/12/24,,,,,,,,,,,,,,,,
MI,AU-R-000801,Marihuana Retailer - License,Green Labs Provisions,,Active,"10701 Madison ST, Luna Pier MI 48157",,,,,,9/16/24,,,,,,,,,,,,,,,,
MI,AU-R-000804,Marihuana Retailer - License,DALY DOPE INC,,Active,"113 PORTAGE AVENUE, THREE RIVERS MI 49093",,,,,,9/15/24,,,,,,,,,,,,,,,,
MI,AU-R-000793,Marihuana Retailer - License,Wacky Jackz Cannabis,,Active,"12840 U.S. HWY 2, Rapid River MI 49878",,,,,,9/14/24,,,,,,,,,,,,,,,,
MI,AU-R-000797,Marihuana Retailer - License,CHO,,Active,"100 E. Main ST Suite C, Stanton MI 48888",,,,,,11/8/24,,,,,,,,,,,,,,,,
MI,AU-R-000805,Marihuana Retailer - License,H.O.D. Monroe,,Active,"14750 Laplaisance RD Unit H160, Monroe MI 48161",,,,,,9/13/24,,,,,,,,,,,,,,,,
MI,AU-R-000803,Marihuana Retailer - License,JARS Cannabis,,Active,"592 E Lakeville RD Suite 100, Oxford MI 48371",,,,,,9/13/24,,,,,,,,,,,,,,,,
MI,AU-R-000784,Marihuana Retailer - License,Loud Wellness,,License Void,"9030 N Saginaw Suite 4, Mount Morris MI 48458",,,,,,9/12/23,,,,,,,,,,,,,,,,
MI,AU-R-000799,Marihuana Retailer - License,Rize,,Active,"411 East Cloverland DR, Ironwood MI 49938",,,,,,9/25/24,,,,,,,,,,,,,,,,
MI,AU-R-000780,Marihuana Retailer - License,New Standard Grand Haven,,Active,"1125 S Beacon BLVD Unit C, Grand Haven MI 49417",,,,,,9/7/24,,,,,,,,,,,,,,,,
MI,AU-R-000778,Marihuana Retailer - License,Bloom City Club,,Active,"121 E. Michigan AVE, Ypsilanti MI 48197",,,,,,9/7/24,,,,,,,,,,,,,,,,
MI,AU-R-000782,Marihuana Retailer - License,Levels Provisioning of Sturgis,,Active,"1139 S Centerville RD Suite C, Sturgis MI 49091",,,,,,3/22/24,,,,,,,,,,,,,,,,
MI,AU-R-000783,Marihuana Retailer - License,"Weisberger Ventures II, LLC",,Active,"1032 S Main ST, Adrian MI 49221",,,,,,3/22/24,,,,,,,,,,,,,,,,
MI,AU-R-000777,Marihuana Retailer - License,Nature's Releaf,,Active,"621 N Williams Rd, Mancelona MI 49659",,,,,,8/30/24,,,,,,,,,,,,,,,,
MI,AU-R-000792,Marihuana Retailer - License,House of Evolution Ann Arbor,,Active,"811 North Main ST, Ann Arbor MI 48104",,,,,,8/30/24,,,,,,,,,,,,,,,,
MI,AU-R-000796,Marihuana Retailer - License,Lake Life Farms,,Active,"207 E. Main ST, Stanton MI 48888",,,,,,12/21/23,,,,,,,,,,,,,,,,
MI,AU-R-000798,Marihuana Retailer - License,The Woods Marcellus,,Active,"166 South Burney ST, Marcellus MI 49067",,,,,,8/26/24,,,,,,,,,,,,,,,,
MI,AU-R-000785,Marihuana Retailer - License,Moses Roses LP,,Active,"1005 John A Papalas DR, Lincoln Park MI 48146",,,,,,8/25/24,,,,,,,,,,,,,,,,
MI,AU-R-000795,Marihuana Retailer - License,Sozo Cannabis,,Active,"420 E 10 Mile RD Suite A, Pleasant Ridge MI 48069",,,,,,6/19/24,,,,,,,,,,,,,,,,
MI,AU-R-000775,Marihuana Retailer - License,Noxx,,Active,"2440 28th ST, Grand Rapids MI 49512",,,,,,8/23/24,,,,,,,,,,,,,,,,
MI,AU-R-000794,Marihuana Retailer - License,315 North,,Active,"26831 Michigan AVE, Inkster MI 48141",,,,,,8/23/24,,,,,,,,,,,,,,,,
MI,AU-R-000789,Marihuana Retailer - License,Pure Options - Mt. Pleasant,,Active,"2157 S Mission ST Suite D & E, Mount Pleasant MI 48858",,,,,,9/8/24,,,,,,,,,,,,,,,,
MI,AU-R-000773,Marihuana Retailer - License,High Profile Cannabis Shop,,Active,"140 S. Washington ST, Constantine MI 49042",,,,,,2/10/24,,,,,,,,,,,,,,,,
MI,AU-R-000781,Marihuana Retailer - License,The Cake House,,Active,"1230 E. Michigan AVE, Battle Creek MI 49014",,,,,,8/10/24,,,,,,,,,,,,,,,,
MI,AU-R-000770,Marihuana Retailer - License,Royal Weed,,Active,"42800 West Red Arrow HWY, Paw Paw MI 49079",,,,,,8/10/24,,,,,,,,,,,,,,,,
MI,AU-R-000772,Marihuana Retailer - License,Pure Green Cove,,License Void,"512 Saginaw ST Suite 101, Bay City MI 48708",,,,,,8/9/23,,,,,,,,,,,,,,,,
MI,AU-R-000768,Marihuana Retailer - License,American Grown,,Active,"2384 Shenfield RD, Turner MI 48765",,,,,,8/8/24,,,,,,,,,,,,,,,,
MI,AU-R-000764,Marihuana Retailer - License,Fluresh,,License Void,"520 S 3rd AVE Bldg, Big Rapids MI 49307",,,,,,4/20/23,,,,,,,,,,,,,,,,
MI,AU-R-000774,Marihuana Retailer - License,Green Pharm Ossineke,,Active,"11686 US HWY 23 S Suite 200, Ossineke MI 49766",,,,,,8/3/24,,,,,,,,,,,,,,,,
MI,AU-R-000744,Marihuana Retailer - License,The Dude Abides Provisioning Center,,Active,"1394 S. Centerville RD, Sturgis MI 49091",,,,,,2/18/24,,,,,,,,,,,,,,,,
MI,AU-R-000769,Marihuana Retailer - License,Lume Cannabis Co.,,Active,"5324 Meredith ST, Portage MI 49002",,,,,,11/27/23,,,,,,,,,,,,,,,,
MI,AU-R-000725,Marihuana Retailer - License,Skymint - District Park,,Active,"2900 South Division AVE, Grand Rapids MI 49548",,,,,,7/21/23,,,,,,,,,,,,,,,,
MI,AU-R-000767,Marihuana Retailer - License,Puff Sturgis,,Active,"651 Wade ST, Sturgis MI 49091",,,,,,7/22/24,,,,,,,,,,,,,,,,
MI,AU-R-000753,Marihuana Retailer - License,The Wellflower,,Active,"50 E. North Territorial RD, Whitmore Lake MI 48189",,,,,,2/22/24,,,,,,,,,,,,,,,,
MI,AU-R-000776,Marihuana Retailer - License,Skymint,,Active,"737 W Main ST Suite A, Gaylord MI 49735",,,,,,11/27/23,,,,,,,,,,,,,,,,
MI,AU-R-000762,Marihuana Retailer - License,Atlas Cannabis Co.,,Active,"135 S Washington ST, Constantine MI 49042",,,,,,7/20/24,,,,,,,,,,,,,,,,
MI,AU-R-000761,Marihuana Retailer - License,"Bud & Mary's Cannabis Co., LLC",,Active,"2401 E. Milham AVE, Portage MI 49002",,,,,,7/20/24,,,,,,,,,,,,,,,,
MI,AU-R-000747,Marihuana Retailer - License,Classic Roots Farm,,Active,"1115 Corunna AVE, Owosso MI 48867",,,,,,7/21/24,,,,,,,,,,,,,,,,
MI,AU-R-000763,Marihuana Retailer - License,"Fire Island, LLC",,Active,"5957 N. State RD, Alma MI 48801",,,,,,7/18/24,,,,,,,,,,,,,,,,
MI,AU-R-000756,Marihuana Retailer - License,"Centerline Investments, LLC",,Active,"24320 Sherwood AVE, Center Line MI 48015",,,,,,7/15/24,,,,,,,,,,,,,,,,
MI,AU-R-000746,Marihuana Retailer - License,Lume Cannabis Co.,,Active,"4162 Eastern Ave SE, Grand Rapids MI 49508",,,,,,11/27/23,,,,,,,,,,,,,,,,
MI,AU-R-000750,Marihuana Retailer - License,Blue Sky Cannabis Co.,,Active,"510 Savage RD, Belleville MI 48111",,,,,,7/15/24,,,,,,,,,,,,,,,,
MI,AU-R-000754,Marihuana Retailer - License,"The Green Door Watervliet, Inc.",,Active,"3801 N M140 HWY, Watervilet MI 49098",,,,,,7/14/24,,,,,,,,,,,,,,,,
MI,AU-R-000766,Marihuana Retailer - License,JARS Cannabis,,Active,"1207 E. Pickard RD, Mt Pleasant MI 48858",,,,,,7/13/24,,,,,,,,,,,,,,,,
MI,AU-R-000760,Marihuana Retailer - License,Big Rapids Tree House Club,,License Void,"217 Maple ST, Big Rapids MI 49307",,,,,,7/13/23,,,,,,,,,,,,,,,,
MI,AU-R-000758,Marihuana Retailer - License,Timber Cannabis Co.,,License Void,"709 S. US Highway 131 HWY, Three Rivers MI 49093",,,,,,9/17/23,,,,,,,,,,,,,,,,
MI,AU-R-000738,Marihuana Retailer - License,Pincanna,,Active,"123 E South ST, Kalamazoo MI 49007",,,,,,3/3/24,,,,,,,,,,,,,,,,
MI,AU-R-000749,Marihuana Retailer - License,Remedy Room Provisioning Center,,Active,"712 Washington AVE, Bay City MI 48708",,,,,,7/7/24,,,,,,,,,,,,,,,,
MI,AU-R-000759,Marihuana Retailer - License,Great Lakes Natural Remedies,,License Void,"1215 Court ST, Saginaw MI 48602",,,,,,2/12/23,,,,,,,,,,,,,,,,
MI,AU-R-000751,Marihuana Retailer - License,JARS Cannabis,,Active,"1801 Peck ST, Muskegon MI 49441",,,,,,7/6/24,,,,,,,,,,,,,,,,
MI,AU-R-000741,Marihuana Retailer - License,Meds Cafe,,Active,"427 W Campbell ST, Alpena MI 49707",,,,,,7/5/24,,,,,,,,,,,,,,,,
MI,AU-R-000745,Marihuana Retailer - License,Cunningham's Craft Cannabis LLC,,Active,"4550 Wayne RD, SPRINGFIELD MI 49037",,,,,,4/18/24,,,,,,,,,,,,,,,,
MI,AU-R-000757,Marihuana Retailer - License,Iconic Wellness & Provisioning Center,,Active,"1848 Dickerson RD, Gaylord MI 49735",,,,,,11/8/23,,,,,,,,,,,,,,,,
MI,AU-R-000719,Marihuana Retailer - License,"Lucky Pablo, Inc.",,License Void,"120 S. Michigan AVE Suite B, Big Rapids MI 49307",,,,,,6/28/23,,,,,,,,,,,,,,,,
MI,AU-R-000731,Marihuana Retailer - License,Compassionate Care by Design,,License Void,"8277 Arnt BLVD, Watervliet MI 49098",,,,,,8/12/23,,,,,,,,,,,,,,,,
MI,AU-R-000721,Marihuana Retailer - License,Sun Provisions,,Active,"107 W Delaware ST, Decatur MI 49045",,,,,,2/4/24,,,,,,,,,,,,,,,,
MI,AU-R-000736,Marihuana Retailer - License,BLOC,,Active,"200 E Main ST, Benton Harbor MI 49022",,,,,,6/16/23,,,,,,,,,,,,,,,,
MI,AU-R-000710,Marihuana Retailer - License,Elevated Exotics,,Active,"9570 State Hwy. M-95 HWY, Republic MI 49879",,,,,,6/16/24,,,,,,,,,,,,,,,,
MI,AU-R-000734,Marihuana Retailer - License,Confluence Cannabis,,Active,"104 US 131 HWY, Three Rivers MI 49093",,,,,,6/15/24,,,,,,,,,,,,,,,,
MI,AU-R-000740,Marihuana Retailer - License,Nirvana Center Monroe,,Active,"14498 Laplaisance RD, Monroe MI 48161",,,,,,6/15/24,,,,,,,,,,,,,,,,
MI,AU-R-000742,Marihuana Retailer - License,JARS Cannabis,,Active,"15519 South Telegraph RD, Monroe MI 48161",,,,,,8/7/24,,,,,,,,,,,,,,,,
MI,AU-R-000717,Marihuana Retailer - License,Skybox Cannabis,,Active,"6550 US HIGHWAY 131, FIFE LAKE MI 49633",,,,,,6/14/24,,,,,,,,,,,,,,,,
MI,AU-R-000733,Marihuana Retailer - License,Skymint,,License Void,"2550 E M-21, Corunna MI 48817",,,,,,11/27/23,,,,,,,,,,,,,,,,
MI,AU-R-000720,Marihuana Retailer - License,Nobody's Home,,Active,"90 W. Main ST, Benton Harbor MI 49022",,,,,,6/13/24,,,,,,,,,,,,,,,,
MI,AU-R-000732,Marihuana Retailer - License,Mindright Cannabis Company,,Active,"51525 Industrial DR, New Baltimore MI 48047",,,,,,6/13/24,,,,,,,,,,,,,,,,
MI,AU-R-000729,Marihuana Retailer - License,High Profile Cannabis Shop,,Active,"300 M-553 Suite 2, Sands Township MI 49855",,,,,,2/10/24,,,,,,,,,,,,,,,,
MI,AU-R-000743,Marihuana Retailer - License,"Native Son Detroit, LLC",,Active,"408 E. John ST, Bay City MI 48706",,,,,,6/10/24,,,,,,,,,,,,,,,,
MI,AU-R-000737,Marihuana Retailer - License,True Leaf,,Active,"525 E. Kalamazoo AVE, Kalamazoo MI 49007",,,,,,8/25/24,,,,,,,,,,,,,,,,
MI,AU-R-000726,Marihuana Retailer - License,Proper Leaf Cannabis Company,,Active,"81057 Main ST, Memphis MI 48041",,,,,,6/9/24,,,,,,,,,,,,,,,,
MI,AU-R-000739,Marihuana Retailer - License,Pure Roots,,Active,"515 North Larch ST Suite A, Lansing MI 48912",,,,,,5/14/24,,,,,,,,,,,,,,,,
MI,AU-R-000718,Marihuana Retailer - License,Exclusive Cannabis Cookies,,Active,"14750 Laplaisance RD Unit H260, Monroe MI 48161",,,,,,6/8/24,,,,,,,,,,,,,,,,
MI,AU-R-000715,Marihuana Retailer - License,Weedy's,,Active,"1118 S Telegraph Rd. Suite A, Monroe Township MI 48161",,,,,,6/7/24,,,,,,,,,,,,,,,,
MI,AU-R-000728,Marihuana Retailer - License,Sozo Cannabis,,Active,"2617 BAY ST, SAGINAW MI 48602",,,,,,6/19/24,,,,,,,,,,,,,,,,
MI,AU-R-000687,Marihuana Retailer - License,High Profile Cannabis Shop,,Active,"1227 James P. Cole BLVD, Flint MI 48503",,,,,,2/10/24,,,,,,,,,,,,,,,,
MI,AU-R-000702,Marihuana Retailer - License,Mint Cannabis,,Active,"5747 S Westnedge AVE, Portage MI 49002",,,,,,5/31/24,,,,,,,,,,,,,,,,
MI,AU-R-000681,Marihuana Retailer - License,STICKY MUSKEGON,,Active,"1965 Peck ST, Muskegon MI 49441",,,,,,6/25/24,,,,,,,,,,,,,,,,
MI,AU-R-000712,Marihuana Retailer - License,RECWEED,,License Void,"7812 Portage RD, Portage MI 49002",,,,,,7/2/23,,,,,,,,,,,,,,,,
MI,AU-R-000730,Marihuana Retailer - License,"Quality Roots, Inc.",,Active,"898 West Corunna AVE, Corunna MI 48817",,,,,,5/11/24,,,,,,,,,,,,,,,,
MI,AU-R-000706,Marihuana Retailer - License,Ascend Cannabis Group,,Active,"1415 Michigan AVE, East Lansing MI 48823",,,,,,11/27/23,,,,,,,,,,,,,,,,
MI,AU-R-000716,Marihuana Retailer - License,Dispo Romeo,,Active,"100 Shafer DR, Romeo MI 48065",,,,,,5/19/24,,,,,,,,,,,,,,,,
MI,AU-R-000713,Marihuana Retailer - License,Boreal Cannabis,,Active,"246 E M35, Gwinn MI 49841",,,,,,3/17/24,,,,,,,,,,,,,,,,
MI,AU-R-000709,Marihuana Retailer - License,Lumberjack's Provisioning Center,,Active,"8975 S M37 HWY, Dowling MI 49050",,,,,,5/19/24,,,,,,,,,,,,,,,,
MI,AU-R-000714,Marihuana Retailer - License,Harbor Country Collective,,Active,"6761 W US 12, Three Oaks MI 49128",,,,,,12/10/23,,,,,,,,,,,,,,,,
MI,AU-R-000693,Marihuana Retailer - License,Gage Cannabis Company,,Active,"922 South Main ST, Adrian MI 49221",,,,,,6/2/24,,,,,,,,,,,,,,,,
MI,AU-R-000682,Marihuana Retailer - License,Joyology of Lowell,,Active,"2399 W Main ST, Lowell MI 49331",,,,,,2/9/24,,,,,,,,,,,,,,,,
MI,AU-R-000705,Marihuana Retailer - License,High Profile Cannabis Shop,,Active,"831 Highview DR, Webberville MI 48892",,,,,,2/10/24,,,,,,,,,,,,,,,,
MI,AU-R-000708,Marihuana Retailer - License,Herbana,,Active,"2001 W Saginaw ST, Lansing MI 48915",,,,,,5/6/24,,,,,,,,,,,,,,,,
MI,AU-R-000688,Marihuana Retailer - License,Sozo Cannabis,,Active,"1101 Robert T. Longway BLVD, Flint MI 48503",,,,,,6/19/24,,,,,,,,,,,,,,,,
MI,AU-R-000703,Marihuana Retailer - License,Bazonzoes,,Active,"920 American RD, Lansing MI 48911",,,,,,8/28/24,,,,,,,,,,,,,,,,
MI,AU-R-000711,Marihuana Retailer - License,Premier Provisioning Center LLC,,Active,"1023 East Caro RD, Caro MI 48723",,,,,,4/28/24,,,,,,,,,,,,,,,,
MI,AU-R-000699,Marihuana Retailer - License,Fifth Element Cannabis Company LLC,,Active,"6069 Holton RD, Twin Lake MI 49457",,,,,,4/27/24,,,,,,,,,,,,,,,,
MI,AU-R-000679,Marihuana Retailer - License,"Harbor Farmz Provisioning, LLC",,Active,"503 S. US-131, Three Rivers MI 49093",,,,,,4/26/24,,,,,,,,,,,,,,,,
MI,AU-R-000700,Marihuana Retailer - License,Lake Life Farms,,Active,"4116 17 mile Road NE Suite F, Cedar Springs MI 49319",,,,,,12/21/24,,,,,,,,,,,,,,,,
MI,AU-R-000696,Marihuana Retailer - License,Dutch Delight,,Active,"2426 E. Huron RD, Au Gres MI 48703",,,,,,4/25/24,,,,,,,,,,,,,,,,
MI,AU-R-000707,Marihuana Retailer - License,Cloud Cannabis New Baltimore,,Active,"35269 Cricklewood BLVD, New Baltimore MI 48047",,,,,,4/19/24,,,,,,,,,,,,,,,,
MI,AU-R-000701,Marihuana Retailer - License,The Armory of Sturgis,,License Void,"1103 North Centerville RD, Sturgis MI 49091",,,,,,4/19/23,,,,,,,,,,,,,,,,
MI,AU-R-000704,Marihuana Retailer - License,Spark Cannabis Company,,Active,"1345 Prospect AVE, Caro MI 48723",,,,,,4/18/24,,,,,,,,,,,,,,,,
MI,AU-R-000694,Marihuana Retailer - License,Sapura,,Active,"355 S. Willowbrook RD Suite F, Coldwater MI 49036",,,,,,4/18/24,,,,,,,,,,,,,,,,
MI,AU-R-000684,Marihuana Retailer - License,Cedar Springs Cannabis Company,,Active,"10 S Main ST, CEDAR SPRINGS MI 49319",,,,,,4/15/24,,,,,,,,,,,,,,,,
MI,AU-R-000697,Marihuana Retailer - License,Neighborhood Provisions,,Active,"909 W. Washington AVE, Alpena MI 49707",,,,,,4/14/24,,,,,,,,,,,,,,,,
MI,AU-R-000698,Marihuana Retailer - License,LightSky Farms Burton,,Active,"3055 E Bristol RD, Burton MI 48529",,,,,,4/14/24,,,,,,,,,,,,,,,,
MI,AU-R-000691,Marihuana Retailer - License,LIV CANNABIS,,Active,"453 S. Broadway ST, Lake Orion MI 48362",,,,,,4/13/24,,,,,,,,,,,,,,,,
MI,AU-R-000690,Marihuana Retailer - License,Iconic Wellness & Provisioning Center,,Active,"126 S West SE AVE, Lowell MI 49331",,,,,,11/8/23,,,,,,,,,,,,,,,,
MI,AU-R-000695,Marihuana Retailer - License,Lume Cannabis Co.,,Active,"595 S Glaspie ST, Oxford MI 48371",,,,,,11/27/23,,,,,,,,,,,,,,,,
MI,AU-R-000671,Marihuana Retailer - License,Green Arrow/Gaylord,,License Void,"1354 West Main ST, Gaylord MI 49735",,,,,,9/25/23,,,,,,,,,,,,,,,,
MI,AU-R-000685,Marihuana Retailer - License,Rair,,Active,"104 North Drake RD, Kalamazoo MI 49009",,,,,,3/11/23,,,,,,,,,,,,,,,,
MI,AU-R-000675,Marihuana Retailer - License,"Highway 420 Holdings, LLC",,Active,"3769 W. Michigan AVE, Battle Creek MI 49037",,,,,,4/4/24,,,,,,,,,,,,,,,,
MI,AU-R-000692,Marihuana Retailer - License,LivWell Enlightened Health,,Active,"759 W. Spruce ST, Sault Ste. Marie MI 49783",,,,,,4/4/24,,,,,,,,,,,,,,,,
MI,AU-R-000686,Marihuana Retailer - License,The Fire Station Cannabis Co.,,Active,"229 N 4th AVE Suite B, Iron River MI 49935",,,,,,12/17/23,,,,,,,,,,,,,,,,
MI,AU-R-000655,Marihuana Retailer - License,Levels of Big Rapids,,Active,"1709 S. State ST, Big Rapids MI 49307",,,,,,3/22/24,,,,,,,,,,,,,,,,
MI,AU-R-000683,Marihuana Retailer - License,JARs Cannabis,,License Void,"901 W Main ST, Owosso MI 48867",,,,,,3/31/24,,,,,,,,,,,,,,,,
MI,AU-R-000677,Marihuana Retailer - License,Dunegrass Co.,,Active,"2678 S Otsego AVE Suite B, Gaylord MI 49735",,,,,,8/14/24,,,,,,,,,,,,,,,,
MI,AU-R-000669,Marihuana Retailer - License,Greenways Provisioning Center,,Active,"1221 M-30 HWY, Beaverton MI 48612",,,,,,3/29/24,,,,,,,,,,,,,,,,
MI,AU-R-000664,Marihuana Retailer - License,Inspire Canna CO - Oscoda,,Active,"4705 F-41, Oscoda MI 48750",,,,,,3/29/24,,,,,,,,,,,,,,,,
MI,AU-R-000672,Marihuana Retailer - License,Lume Cannabis Co.,,Active,"499 Dickerson RD, Gaylord MI 49735",,,,,,11/27/23,,,,,,,,,,,,,,,,
MI,AU-R-000678,Marihuana Retailer - License,JARS CANNABIS,,Active,"2790 Blue Star HWY, Fennville MI 49408",,,,,,8/7/24,,,,,,,,,,,,,,,,
MI,AU-R-000673,Marihuana Retailer - License,Yuma Way,,Active,"617 Portage ST, kalamazoo MI 49007",,,,,,2/19/24,,,,,,,,,,,,,,,,
MI,AU-R-000659,Marihuana Retailer - License,Liv Cannabis,,Active,"2625 Hilton RD Suite 100, Ferndale MI 48220",,,,,,3/24/24,,,,,,,,,,,,,,,,
MI,AU-R-000676,Marihuana Retailer - License,The Stone 40,,Active,"52560 M40 N HWY, Marcellus MI 49067",,,,,,3/21/24,,,,,,,,,,,,,,,,
MI,AU-R-000674,Marihuana Retailer - License,Stay Lifted,,Active,"1291 Falahee RD, Jackson MI 49203",,,,,,3/17/24,,,,,,,,,,,,,,,,
MI,AU-R-000665,Marihuana Retailer - License,"The WellFlower Ypsilanti, LLC",,Active,"1820 Washtenaw AVE, Ypsilanti MI 48197",,,,,,3/11/24,,,,,,,,,,,,,,,,
MI,AU-R-000657,Marihuana Retailer - License,JARS Cannabis,,Active,"26700 Liberal ST Suite 1, Center Line MI 48015",,,,,,8/7/24,,,,,,,,,,,,,,,,
MI,AU-R-000647,Marihuana Retailer - License,Courtside Gardens,,Active,"1321 Court ST, Saginaw MI 48602",,,,,,2/19/24,,,,,,,,,,,,,,,,
MI,AU-R-000650,Marihuana Retailer - License,New Standard Whitehall,,Active,"812 East Colby ST Unit A, Whitehall MI 49461",,,,,,1/8/24,,,,,,,,,,,,,,,,
MI,AU-R-000670,Marihuana Retailer - License,Cloud Cannabis Company,,License Void,"710 Edelweiss Village PKWY, Gaylord MI 49735",,,,,,6/22/23,,,,,,,,,,,,,,,,
MI,AU-R-000658,Marihuana Retailer - License,Levels of Lansing,,Active,"5508 South Cedar ST, Lansing MI 48911",,,,,,3/4/24,,,,,,,,,,,,,,,,
